,Time,Sender,Sender_type,Content
171,0:06:23,Flibuste,none,Live spécial reveillons noel alors :D !
172,0:06:27,idaf_killer2,none,go faire la valky
173,0:06:28,HighQualityVignette,subscriber,@Kunsyde jolie tasse
174,0:06:28,ChoNeverDie,none,Keepo LUL Keepo LUL
175,0:06:28,MiagicMan,premium,ouii mais ca reprend apres les fêtes
176,0:06:29,FlitWiiK,none,BibleThump BibleThump BibleThump BibleThump
177,0:06:29,mrmandard1,none,Haha2020
178,0:06:34,Dissidua,none,Bonsoir
179,0:06:34,dr0pme,none,Coucou @Sardoche
180,0:06:35,jesuissadique,none,pas mal la vidéo de valek netflix c'est un carnage
181,0:06:36,reskoneeee,none,@Sardoche faut vraiment que tu fasses CODE VEIN en solo; le jeu est darksoultier au niveau des boss fights
182,0:06:36,Kunsyde,subscriber,HighQualityVignette merci à toi
183,0:06:36,SirTwix_,none,le lien ?
184,0:06:38,bobydrone,subscriber,8
185,0:06:44,pby_carti,premium,9
186,0:06:45,taexix,none,je viens de voir que tu vend des caleçons c'est un troll ? Kappa Kappa Kappa
187,0:06:47,idaf_killer2,none,lol
188,0:06:49,lafrode,subscriber,lafrode subscribed at Tier 1. 
189,0:06:49,nisrox51l,subscriber,fortnite Kappa
190,0:06:49,Untardosattarde,subscriber,RL?
191,0:06:51,shin_gouki97,premium,C'est quelle musique de FFXIII svp ?
192,0:06:51,sweetyoung,subscriber,@sirtwix_ Sur Twitter
193,0:06:52,gryzlyy9,none,ca avance le marathon?
194,0:06:52,zzzzzzzz_zzzzzzzz,none,lol PogChamp
195,0:06:52,ZelphiiX,subscriber,ZelphiiX subscribed with Twitch Prime. They've subscribed for 6 months! gg a tous
196,0:06:53,Vic51_,premium,La LEAGUE
197,0:06:55,PoChoppo,subscriber,bloodborne
198,0:06:56,metabreaker1,subscriber,devil may cry ??? HOPE
199,0:06:57,mrmandard1,none,trackmania
200,0:06:57,Zo0myN,none,LOOOL
201,0:07:02,gael_n,none,moi aussi j'aime manger des lentilles
202,0:07:03,SirTwix_,none,@sweetyoung merci
203,0:07:05,idaf_killer2,none,unban lol
204,0:07:10,Viruspyko,none,Yo
205,0:07:13,dimi408,none,@makarov95 car il y a plus de débils quand il y a pas le sur only
206,0:07:19,jesuissadique,none,grave bien l'orthoka
207,0:07:25,Heleos1904,premium,Merci pour HahaSweat @lafrode
208,0:07:29,Yoopikaye,subscriber,sardYop_SA sardYop_SA sardYop_SA sardYop_SA sardYop_SA sardYop_SA sardYop_SA sardYop_SA sardYop_SA
209,0:07:33,RoiAboubou,subscriber,Hello !
210,0:07:35,Vanitooo,none,@gael_n j'ai ri
211,0:07:41,ikaru971,none,Sardoche the GodSlayer is here KappaClaus
212,0:07:43,iM3SS,subscriber,Bientôt la perte de vue
213,0:07:46,iM3SS,subscriber,Yes
214,0:07:46,shakirix,none,Tu continues lol?
215,0:07:49,ChevreRoyale,subscriber,des nouvlles par rapport à l ARAM du nouvel an?
216,0:07:51,Falto13,subscriber,yo sard tu suces ?
217,0:07:54,ichigokurosaki33,none,bonsoir sard bonsoir les derniers de la classe
218,0:07:56,JackInTheBx,subscriber,@Sardoche Et rocket league; tu reprendras?
219,0:08:00,Furnive,none,Presque 5 jour de jeu ; en étant cappable de jouer du insane; est ce Bien ?
220,0:08:01,Mininoob16,none,coucou sardo
221,0:08:05,heyglad,none,Hello tout le monde HeyGuys
222,0:08:07,speedy___ghoster,subscriber,Et salut à toi le meilleur streamer
223,0:08:09,bzhcapt,none,Bsr Sard !
224,0:08:13,Yoopikaye,subscriber,tu referas du DS après ? sard
225,0:08:14,stiickerzs,none,appuie sur le bouton ps de la manette pour al lancer
226,0:08:14,Trafh,none,HahaShrugLeft
227,0:08:15,gael_n,none,quel honneur @Vanitooo
228,0:08:15,phantasy_____,subscriber,@Sardoche tu as deja pensé à jouer à hollow knight ? c:
229,0:08:16,sasumaru,none,salut le chat
230,0:08:20,Jarathoustra,none,t'es tout beau mon sard
231,0:08:20,lmtheabsolute,premium,coucou mon grand :)
232,0:08:22,lentys85,none,Merci de proposer des stream quotidiennement; je te remercie meme si je ne peux pas contribuer financièrement :)
233,0:08:22,eikitashi,none,test
234,0:08:23,GreenDragonsy,none,yo sard c'est sympa que tu ne mette pas le stream en sub only merci !
235,0:08:24,reskoneeee,none,@Sardoche CODE VEIN stp; les boss fights sont top vraiment tu vas kiffer
236,0:08:24,SwaSKazhad,subscriber,Salut les gens
237,0:08:27,Bifflex_et_Hokio,subscriber,Bifflex_et_Hokio subscribed at Tier 1. They've subscribed for 6 months! T'as pas une idée pr les lunettes sous les masques de ski pr eviter la buée ?
238,0:08:31,FlitWiiK,none,Rocket League sardo
239,0:08:35,jesuissadique,none,ca appuie sur la cornée pour réduire l'angle
240,0:08:36,RoiAboubou,subscriber,Sardoche tu connais le prochain jeu que tu vas streamer après God of war ?
241,0:08:37,NaiNemura,none,sardGasm
242,0:08:38,skynida,none,bonsoir sardoche tu es beau <3
243,0:08:42,mycries,none,Salut tout le monde
244,0:08:45,Semsy,none,HeyGuys HeyGuys HeyGuys
245,0:08:50,metabreaker1,subscriber,Calvit*e c'est banword? mdrrr
246,0:08:51,timeo122,subscriber,@Furnive perso j'ai 1 jour de jeu et je joue du insane
247,0:08:53,lapinInnocent,none,salut sard comment ca va ?
248,0:08:55,OosmozZ,bits,saluty
249,0:09:07,SardYesLife,subscriber,sardYop sardYop sardYop
250,0:09:09,limo32,none,potite valky
251,0:09:11,iM3SS,subscriber,J’aurai pas confiance en des lentilles qui t’ecrasent littéralement l’oeil
252,0:09:11,Yoopikaye,subscriber,Tu DS en vue ou pas ?
253,0:09:11,Nebraw,none,DU SAAAANG
254,0:09:16,ChingChonSamurai,subscriber,Ah yes !
255,0:09:16,iM3SS,subscriber,Mais c’est intéressant
256,0:09:17,Reb0rnSama,subscriber,il a soon plus de batterie dans la manette ? :(
257,0:09:17,lentys85,none,YEEES
258,0:09:17,Jamelinou,none,YESSSS
259,0:09:18,Nebraw,none,DU SAAAAANG
260,0:09:19,Bifflex_et_Hokio,subscriber,stylax
261,0:09:27,cepakeu,subscriber,cest quoi une valkyrie?
262,0:09:28,Jarathoustra,none,bon bah à dans 2h les amis lerois1Coeur lerois1Coeur
263,0:09:28,iTDarci,subscriber,iTDarci subscribed at Tier 1. They've subscribed for 3 months! 
264,0:09:31,idaf_killer2,none,a dans deux heure
265,0:09:37,Falto13,subscriber,tu vas essayer DS sur switch pour le LOL
266,0:09:38,Dpeenny,none,@Sardoche Salut from CA; question con; quel jeux à tu le plus try hard ?
267,0:09:45,gamingkiller112,none,ça bug !!!!!!!!!!!
268,0:09:52,Rebirth_exe,none,Qui a appelé le serpent monde l'autre fois du coup ?
269,0:09:53,mycries,none,Tu penses live entre Noël et le jour de l'an ?
270,0:09:57,FlitWiiK,none,Ouiiiiiiii tryhard rocket
271,0:10:06,timeo122,subscriber,@Dpeenny je pense lol ou cs
272,0:10:08,stiickerzs,none,il a qu'un jeu sur sa ps4
273,0:10:10,iluziah_,none,Je t'aime Sard
274,0:10:10,suk3b3,none,hééé salut a tous
275,0:10:10,iTDarci,subscriber,Tu vas réussir le platine tu es bien parti :)
276,0:10:16,Teezhy,none,Tu penses quoi des valkyries au final ? déçu ou pas ?
277,0:10:16,AeroFatale,none,Gota aussi try hard rocket league; tu irais jouer avec lui ou pas ?
278,0:10:19,Smooth_y,moderator,sardYop sardYop sardYop
279,0:10:21,marvin1432,subscriber,tu en ou de la quete principal ?
280,0:10:25,JackInTheBx,subscriber,@cepakeu C'est une sorte de fromage industriel non?
281,0:10:26,Netizen29,subscriber,tu comptes mettre ta console à jour avant 2020 ?
282,0:10:27,Dpeenny,none,timeo122 Il a fait du CS ?
283,0:10:28,cribe,subscriber,tu finis le jeu avant de partir en vacances?
284,0:10:28,maximeodp,none,Je t'aime Sard <3 <3 <3
285,0:10:30,OosmozZ,bits,@Sardoche reste comme tu es t'es le best :D
286,0:10:30,dimi408,none,vous avez combien de points
287,0:10:33,gamingkiller112,none,***x*x*x***
288,0:10:38,robinnoux,none,enfin tu es en live
289,0:10:40,timeo122,subscriber,@Dpeenny avant le streaming
290,0:10:43,gamingkiller112,none,trop bien !
291,0:10:44,KyrosSama,none,Roules moi dessus grand fou
292,0:10:50,dimi408,none,perso 20 000
293,0:10:57,reskoneeee,none,@Sardoche tu devrais vraiment essayer CODE VEIN en solo lvl 1; le jeu est darksouls tier mais c'est un peu plus dur je pense
294,0:11:14,Rebirth_exe,none,ils sont tellement chiant
295,0:11:16,Surfeur97435,premium,il y sera pas c'est sur; zera a dit que c'était horrible a regarder les no-match
296,0:11:23,TheAnswerSMM,none,Penses-tu essayer Hollow Knight par hasrd ? :)
297,0:11:33,PoChoppo,subscriber,les ips
298,0:11:34,la_main_droite_de_Jamel,none,lag
299,0:11:35,NebuIio,none,2 fps @Sardoche
300,0:11:36,Reiko107,premium,lag
301,0:11:40,limo32,none,poite lag sard
302,0:11:40,politicallyincorrect314,subscriber,le retour de TM
303,0:11:41,Tartifletteaupoisson,none,lag
304,0:11:43,ZenonStoic,none,oui pas de rocket
305,0:11:44,Reb0rnSama,subscriber,ca saccade nan ??
306,0:11:45,KyrieYN,subscriber,20 fps
307,0:11:48,Averranite,premium,SA LAG NON ?
308,0:11:49,axmo14,none,Fps
309,0:11:53,mirsaslapince,premium,arreter avec hol;low knight bordel killingsomecrap il dit a TOUT les stream qu'il y jouera pas
310,0:11:53,Smallwiik,none,les bon freeze
311,0:11:54,shin_gouki97,premium,20 fps
312,0:11:55,slaash271,premium,laggg
313,0:11:57,shentolm,none,c pas max fps
314,0:11:58,Yarokin,none,Mini Freeze
315,0:11:58,Rebirth_exe,none,ton stream sard
316,0:11:59,SardYesLife,subscriber,C'est normal c'est la PS4
317,0:12:00,metabreaker1,subscriber,ça lag oui
318,0:12:01,astreay,none,salut
319,0:12:02,Andydu77,none,la capture lag; la cam est niquelle
320,0:12:02,ChingChonSamurai,subscriber,Mon abonnement amazon prime dure depuis 2 ans alors que j'ai payé avec seulement un an avec une carte virtuelle et que j'avais foutu juste assez pour payer un an aucune idée de pourquoi ça dure
321,0:12:07,suk3b3,none,À quand un meet up avec les abonnés dans un amphithéâtre; toi avec un micro discutant de divers sujets ?
322,0:12:07,politicallyincorrect314,subscriber,drop fps
323,0:12:09,florentviel,subscriber,florentviel subscribed with Twitch Prime. They've subscribed for 10 months! 
324,0:12:09,kahliptus,subscriber,Lag samer
325,0:12:10,Thezombiedu66,none,full lag
326,0:12:13,metabreaker1,subscriber,c'est le stream pas le jeu je pense
327,0:12:13,Tarkhiel,none,Et salut à toi !
328,0:12:13,Yutai971,none,ça lag
329,0:12:14,ichigokurosaki33,none,LUL
330,0:12:15,yoyokamel,none,lag
331,0:12:16,lentys85,none,LUL
332,0:12:16,Falto13,subscriber,lag
333,0:12:17,NorthWind63,subscriber,sardDark_SA 1780 sardDark_SA
334,0:12:18,harfang94,none,lbwCalme
335,0:12:18,DiixZd,subscriber,DiixZd subscribed at Tier 1. They've subscribed for 12 months! 
336,0:12:20,TimAlves,none,okok sa lag de ouf
337,0:12:20,sprikeedfdd,subscriber,LAG
338,0:12:24,Gueguette1,none,on commence bien
339,0:12:26,jesuissadique,none,c'est obn
340,0:12:26,TheAnswerSMM,none,@duendehere okok; sorry; je suis pas tout les streams...
341,0:12:26,yoyokamel,none,ui
342,0:12:27,politicallyincorrect314,subscriber,oui
343,0:12:29,la_main_droite_de_Jamel,none,c bon
344,0:12:29,Averranite,premium,OUI
345,0:12:30,Tartifletteaupoisson,none,nice
346,0:12:30,kahliptus,subscriber,LUL LUL HahaLean
347,0:12:30,Reb0rnSama,subscriber,ui
348,0:12:30,PoChoppo,subscriber,niquel
349,0:12:30,Falto13,subscriber,ouep
350,0:12:30,maximeodp,none,Parfait !
351,0:12:32,lesaintphenix,none,Ui
352,0:12:33,slaash271,premium,merci le goat
353,0:12:34,KyrieYN,subscriber,par fait
354,0:12:35,shin_gouki97,premium,Niquel
355,0:12:35,Agabouda,none,Liberté aux non subs !!!
356,0:12:36,dssntsolbap,none,yes
357,0:12:40,nero_scp,premium,Sympa en haut à droite
358,0:12:47,Joxaah,none,Bon c'est bientot fini ce let's play ou quoi?
359,0:12:48,lazrode,none,tu as finis l'histoire principale ? :) @Sardoche
360,0:12:48,Loprode,none,SALUT
361,0:12:49,Narrko,none,Si ya du LoL a la Z- lan c'est terrible
362,0:12:50,lentys85,none,@NorthWind63 merci pour le conteur; tu est toujours fidèle :)
363,0:12:51,Meta_virtuoz,none,les gars il a fini l'histoire?
364,0:12:51,Rebirth_exe,none,random je pense
365,0:12:53,Kwikwie,subscriber,Kwikwie gifted a Tier 1 sub to Agabouda! They have given 161 Gift Subs in the channel! 
366,0:12:53,Lapin_magique,subscriber,sardYop
367,0:12:54,Kwikwie,subscriber,Kwikwie's Gift shared rewards to 5 others in Chat! 
368,0:12:56,kyoria_,subscriber,Salut sard; ça va?
369,0:13:02,Rebirth_exe,none,NON il a pas fini l'histoire
370,0:13:11,louis9426,none,le live viens de commencer?
371,0:13:13,hoshi19,none,juste pour te prover que tas pas encore le lvl
372,0:13:14,Agabouda,subscriber,@Kwikwie Merci :)
373,0:13:18,Titatitutu,subscriber,Bien le bonjour
374,0:13:25,momolabiscotte,none,HahaTurtledove
375,0:13:25,MeetLeBeat,subscriber,sardYop sardYop sardYop
376,0:13:26,NorthWind63,subscriber,@lentys85 Pas toujours facile mdr je fais 3 trucs en même temps là
377,0:13:27,Netizen29,subscriber,Kwikwie pourrait faire vivre Sardoche à lui tout seul ^^
378,0:13:33,Ayaya_Nakamura,none,sardAYAYA sardAYAYA sardAYAYA sardAYAYA sardAYAYA sardAYAYA
379,0:13:35,lightkiwixx,none,c'est la quelle de valky la ?
380,0:13:40,lentys85,none,@NorthWind63 quoi ?
381,0:13:41,theklyntar,subscriber,@Sardoche ta ouvert la porte au burin a cotes de ta maison ?
382,0:13:46,bancbe,none,bancbe subscribed with Twitch Prime. They've subscribed for 5 months; currently on a 5 month streak! sardYop
383,0:13:50,Pyzekz,none,Valky en no hit ?
384,0:13:53,SmoothCarrott,none,@Sardoche j'en profite avant quon soit 5k pour te souhaiter un joyeux noel! jte verrai surement pas demain; donc voila c'est fait!
385,0:13:53,sprikeedfdd,subscriber,il est proche de la fin du jeu ou pas ?
386,0:13:53,rhasanamon,none,sardAYAYA
387,0:13:58,zaki45,none,Est ce que tu as allumé les flammes de chaque porte ?
388,0:13:59,Desslos,none,faut faire la quete au nord
389,0:14:02,フリプイユ,none,D:
390,0:14:03,pieddebichedanstagueule,none,LUL
391,0:14:05,Yarokin,none,LUL
392,0:14:05,Jamelinou,none,ptdrrrrr
393,0:14:05,ichigokurosaki33,none,LUL
394,0:14:06,ImPresko,none,LUL
395,0:14:06,Aukussse,subscriber,LUL
396,0:14:08,Poggerstv,none,LUL
397,0:14:08,tayozzzzz,none,Coucou
398,0:14:09,theroumain17,none,d:
399,0:14:09,rhasanamon,none,LUL
400,0:14:10,Im_keeriius,premium,LUL
401,0:14:10,Elbatro,subscriber,sardAYAYA sardAYAYA sardAYAYA
402,0:14:11,iTDarci,subscriber,LUL
403,0:14:12,Kwikwie,subscriber,Kwikwie gifted a Tier 1 sub to rhasanamon! They have given 162 Gift Subs in the channel! 
404,0:14:13,metabreaker1,subscriber,PokPikachu PokPikachu PokPikachu
405,0:14:13,lapinInnocent,none,ton repas était bon ?
406,0:14:13,Kwikwie,subscriber,Kwikwie's Gift shared rewards to 5 others in Chat! 
407,0:14:14,yallahbibi,premium,mdrrrr
408,0:14:14,pby_carti,premium,@lightkiwixx celle qui spap valhalla
409,0:14:15,Zarko_LoI,subscriber,a
410,0:14:16,Mutsumi_623,none,LUL
411,0:14:17,Riiops,none,LUL
412,0:14:18,Mutsumi_623,none,KEKW
413,0:14:19,bender30700,premium,sub
414,0:14:23,Averranite,premium,Laissez parler le maitre
415,0:14:24,lesaintphenix,none,?
416,0:14:24,gael_n,none,MET TOI NU
417,0:14:25,yallahbibi,premium,écoute connard
418,0:14:25,DiixZd,subscriber,sardYop sardYop
419,0:14:26,Niships,none,LUL
420,0:14:27,mr_francois,none,ça commence
421,0:14:27,Nebraw,none,A poil
422,0:14:28,rhasanamon,subscriber,@Kwikwie Merci pour l'abonnement-cadeau ! sardAYAYA sardAYAYA sardAYAYA
423,0:14:29,sasumaru,none,go clip
424,0:14:30,suk3b3,none,never give up
425,0:14:32,pieddebichedanstagueule,none,respirer = banlife Kappa
426,0:14:33,Jarathoustra,none,merci de m'avoir fait connaitre la nourriture Sichuanaise lerois1Coeur lerois1Coeur lerois1Coeur
427,0:14:33,rainb0w68,none,sa commence bien mdr
428,0:14:36,monkystv,subscriber,Je trouves le seul default de ce jeu c'est que les boss on 0 gueules
429,0:14:37,KyrosSama,none,HahaDoge HahaDoge
430,0:14:37,XaxoGaming,none,Kwikwie mvp ce soir !
431,0:14:37,Foxsierra,premium,mec; j'ai remarqué sur ton chat; y a une certaine règle marrante. En claire; y a plusieurs vagues. Les premier; des mecs habituellement bien attentionné et tout; et juste après une 10ene de secondes; une secondes vague de gros retarde. S'marrant quand même. voilà tout bisou
432,0:14:39,eestela,subscriber,sardFire_SA sardFire_SA
